fips,county_name,state,state_long,msa_code,msa_name,msa_type,csa_code,csa_name
46071,Jackson County,SD,South Dakota,,,,,
46073,Jerauld County,SD,South Dakota,,,,,
46075,Jones County,SD,South Dakota,,,,,
46077,Kingsbury County,SD,South Dakota,,,,,
46079,Lake County,SD,South Dakota,,,,,
46081,Lawrence County,SD,South Dakota,C4394,"Spearfish, SD",Micro,CS452,"Rapid City-Spearfish, SD"
46083,Lincoln County,SD,South Dakota,C4362,"Sioux Falls, SD",Metro,,
46085,Lyman County,SD,South Dakota,,,,,
46087,McCook County,SD,South Dakota,C4362,"Sioux Falls, SD",Metro,,
46089,McPherson County,SD,South Dakota,,,,,
46091,Marshall County,SD,South Dakota,,,,,
46093,Meade County,SD,South Dakota,C3966,"Rapid City, SD",Metro,CS452,"Rapid City-Spearfish, SD"
46095,Mellette County,SD,South Dakota,,,,,
46097,Miner County,SD,South Dakota,,,,,
46099,Minnehaha County,SD,South Dakota,C4362,"Sioux Falls, SD",Metro,,
46101,Moody County,SD,South Dakota,,,,,
46102,Oglala Lakota County,SD,South Dakota,,,,,
46103,Pennington County,SD,South Dakota,C3966,"Rapid City, SD",Metro,CS452,"Rapid City-Spearfish, SD"
46105,Perkins County,SD,South Dakota,,,,,
46107,Potter County,SD,South Dakota,,,,,
46109,Roberts County,SD,South Dakota,,,,,
46111,Sanborn County,SD,South Dakota,,,,,
46113,Shannon County,SD,South Dakota,,,,,
46115,Spink County,SD,South Dakota,,,,,
46117,Stanley County,SD,South Dakota,C3818,"Pierre, SD",Micro,,
46119,Sully County,SD,South Dakota,C3818,"Pierre, SD",Micro,,
46121,Todd County,SD,South Dakota,,,,,
46123,Tripp County,SD,South Dakota,,,,,
46125,Turner County,SD,South Dakota,C4362,"Sioux Falls, SD",Metro,,
46127,Union County,SD,South Dakota,C4358,"Sioux City, IA-NE-SD",Metro,CS512,"Sioux City-Vermillion, IA-SD-NE"
46129,Walworth County,SD,South Dakota,,,,,
46131,Washabaugh County,SD,South Dakota,,,,,
46135,Yankton County,SD,South Dakota,C4946,"Yankton, SD",Micro,,
46137,Ziebach County,SD,South Dakota,,,,,
47001,Anderson County,TN,Tennessee,C2894,"Knoxville, TN",Metro,CS314,"Knoxville-Morristown-Sevierville, TN"
47003,Bedford County,TN,Tennessee,C4318,"Shelbyville, TN",Micro,CS400,"Nashville-Davidson--Murfreesboro, TN"
47005,Benton County,TN,Tennessee,,,,,
47007,Bledsoe County,TN,Tennessee,,,,,
47009,Blount County,TN,Tennessee,C2894,"Knoxville, TN",Metro,CS314,"Knoxville-Morristown-Sevierville, TN"
47011,Bradley County,TN,Tennessee,C1742,"Cleveland, TN",Metro,CS174,"Chattanooga-Cleveland-Dalton, TN-GA-AL"
47013,Campbell County,TN,Tennessee,C2894,"Knoxville, TN",Metro,CS314,"Knoxville-Morristown-Sevierville, TN"
47015,Cannon County,TN,Tennessee,C3498,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,CS400,"Nashville-Davidson--Murfreesboro, TN"
47017,Carroll County,TN,Tennessee,,,,,
47019,Carter County,TN,Tennessee,C2774,"Johnson City, TN",Metro,CS304,"Johnson City-Kingsport-Bristol, TN-VA"
47021,Cheatham County,TN,Tennessee,C3498,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,CS400,"Nashville-Davidson--Murfreesboro, TN"
47023,Chester County,TN,Tennessee,C2718,"Jackson, TN",Metro,,
47025,Claiborne County,TN,Tennessee,,,,,
47027,Clay County,TN,Tennessee,,,,,
47029,Cocke County,TN,Tennessee,C3546,"Newport, TN",Micro,CS314,"Knoxville-Morristown-Sevierville, TN"
47031,Coffee County,TN,Tennessee,C4610,"Tullahoma-Manchester, TN",Micro,,
47033,Crockett County,TN,Tennessee,C2718,"Jackson, TN",Metro,,
47035,Cumberland County,TN,Tennessee,C1890,"Crossville, TN",Micro,,
47037,Davidson County,TN,Tennessee,C3498,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,CS400,"Nashville-Davidson--Murfreesboro, TN"
47039,Decatur County,TN,Tennessee,,,,,
47041,DeKalb County,TN,Tennessee,,,,,
47043,Dickson County,TN,Tennessee,C3498,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,CS400,"Nashville-Davidson--Murfreesboro, TN"
47045,Dyer County,TN,Tennessee,C2054,"Dyersburg, TN",Micro,,
47047,Fayette County,TN,Tennessee,C3282,"Memphis, TN-MS-AR",Metro,CS368,"Memphis-Forrest City, TN-MS-AR"
47049,Fentress County,TN,Tennessee,,,,,
47051,Franklin County,TN,Tennessee,C4610,"Tullahoma-Manchester, TN",Micro,,
47053,Gibson County,TN,Tennessee,,,,,
47055,Giles County,TN,Tennessee,,,,,
47057,Grainger County,TN,Tennessee,C2894,"Knoxville, TN",Metro,CS314,"Knoxville-Morristown-Sevierville, TN"
47059,Greene County,TN,Tennessee,C2462,"Greeneville, TN",Micro,,
47061,Grundy County,TN,Tennessee,,,,,
47063,Hamblen County,TN,Tennessee,C3410,"Morristown, TN",Metro,CS314,"Knoxville-Morristown-Sevierville, TN"
47065,Hamilton County,TN,Tennessee,C1686,"Chattanooga, TN-GA",Metro,CS174,"Chattanooga-Cleveland-Dalton, TN-GA-AL"
47067,Hancock County,TN,Tennessee,,,,,
47069,Hardeman County,TN,Tennessee,,,,,
47071,Hardin County,TN,Tennessee,,,,,
47073,Hawkins County,TN,Tennessee,C2870,"Kingsport-Bristol-Bristol, TN-VA",Metro,CS304,"Johnson City-Kingsport-Bristol, TN-VA"
47075,Haywood County,TN,Tennessee,,,,,
47077,Henderson County,TN,Tennessee,,,,,
47079,Henry County,TN,Tennessee,C3754,"Paris, TN",Micro,,
47081,Hickman County,TN,Tennessee,C3498,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,CS400,"Nashville-Davidson--Murfreesboro, TN"
47083,Houston County,TN,Tennessee,,,,,
47085,Humphreys County,TN,Tennessee,,,,,
47087,Jackson County,TN,Tennessee,C1826,"Cookeville, TN",Micro,,
47089,Jefferson County,TN,Tennessee,C3410,"Morristown, TN",Metro,CS314,"Knoxville-Morristown-Sevierville, TN"
47091,Johnson County,TN,Tennessee,,,,,
47093,Knox County,TN,Tennessee,C2894,"Knoxville, TN",Metro,CS314,"Knoxville-Morristown-Sevierville, TN"
47095,Lake County,TN,Tennessee,,,,,
47097,Lauderdale County,TN,Tennessee,,,,,
47099,Lawrence County,TN,Tennessee,C2998,"Lawrenceburg, TN",Micro,CS400,"Nashville-Davidson--Murfreesboro, TN"
47101,Lewis County,TN,Tennessee,,,,,
47103,Lincoln County,TN,Tennessee,,,,,
47105,Loudon County,TN,Tennessee,C2894,"Knoxville, TN",Metro,CS314,"Knoxville-Morristown-Sevierville, TN"
47107,McMinn County,TN,Tennessee,C1194,"Athens, TN",Micro,CS174,"Chattanooga-Cleveland-Dalton, TN-GA-AL"
47109,McNairy County,TN,Tennessee,,,,,
47111,Macon County,TN,Tennessee,C3498,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,CS400,"Nashville-Davidson--Murfreesboro, TN"
47113,Madison County,TN,Tennessee,C2718,"Jackson, TN",Metro,,
47115,Marion County,TN,Tennessee,C1686,"Chattanooga, TN-GA",Metro,CS174,"Chattanooga-Cleveland-Dalton, TN-GA-AL"
47117,Marshall County,TN,Tennessee,C3028,"Lewisburg, TN",Micro,CS400,"Nashville-Davidson--Murfreesboro, TN"
47119,Maury County,TN,Tennessee,C3498,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,CS400,"Nashville-Davidson--Murfreesboro, TN"
47121,Meigs County,TN,Tennessee,,,,,
47123,Monroe County,TN,Tennessee,,,,,
47125,Montgomery County,TN,Tennessee,C1730,"Clarksville, TN-KY",Metro,,
47127,Moore County,TN,Tennessee,C4610,"Tullahoma-Manchester, TN",Micro,,
47129,Morgan County,TN,Tennessee,C2894,"Knoxville, TN",Metro,CS314,"Knoxville-Morristown-Sevierville, TN"
47131,Obion County,TN,Tennessee,C4646,"Union City, TN-KY",Micro,CS362,"Martin-Union City, TN-KY"
47133,Overton County,TN,Tennessee,C1826,"Cookeville, TN",Micro,,
47135,Perry County,TN,Tennessee,,,,,
47137,Pickett County,TN,Tennessee,,,,,
47139,Polk County,TN,Tennessee,C1742,"Cleveland, TN",Metro,CS174,"Chattanooga-Cleveland-Dalton, TN-GA-AL"
47141,Putnam County,TN,Tennessee,C1826,"Cookeville, TN",Micro,,
47143,Rhea County,TN,Tennessee,C1942,"Dayton, TN",Micro,CS174,"Chattanooga-Cleveland-Dalton, TN-GA-AL"
47145,Roane County,TN,Tennessee,C2894,"Knoxville, TN",Metro,CS314,"Knoxville-Morristown-Sevierville, TN"
47147,Robertson County,TN,Tennessee,C3498,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,CS400,"Nashville-Davidson--Murfreesboro, TN"
47149,Rutherford County,TN,Tennessee,C3498,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,CS400,"Nashville-Davidson--Murfreesboro, TN"
47151,Scott County,TN,Tennessee,,,,,
47153,Sequatchie County,TN,Tennessee,C1686,"Chattanooga, TN-GA",Metro,CS174,"Chattanooga-Cleveland-Dalton, TN-GA-AL"
47155,Sevier County,TN,Tennessee,C4294,"Sevierville, TN",Micro,CS314,"Knoxville-Morristown-Sevierville, TN"
47157,Shelby County,TN,Tennessee,C3282,"Memphis, TN-MS-AR",Metro,CS368,"Memphis-Forrest City, TN-MS-AR"
47159,Smith County,TN,Tennessee,C3498,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,CS400,"Nashville-Davidson--Murfreesboro, TN"
47161,Stewart County,TN,Tennessee,,,,,
47163,Sullivan County,TN,Tennessee,C2870,"Kingsport-Bristol-Bristol, TN-VA",Metro,CS304,"Johnson City-Kingsport-Bristol, TN-VA"
47165,Sumner County,TN,Tennessee,C3498,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,CS400,"Nashville-Davidson--Murfreesboro, TN"
47167,Tipton County,TN,Tennessee,C3282,"Memphis, TN-MS-AR",Metro,CS368,"Memphis-Forrest City, TN-MS-AR"
47169,Trousdale County,TN,Tennessee,C3498,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,CS400,"Nashville-Davidson--Murfreesboro, TN"
47171,Unicoi County,TN,Tennessee,C2774,"Johnson City, TN",Metro,CS304,"Johnson City-Kingsport-Bristol, TN-VA"
47173,Union County,TN,Tennessee,C2894,"Knoxville, TN",Metro,CS314,"Knoxville-Morristown-Sevierville, TN"
47175,Van Buren County,TN,Tennessee,,,,,
47177,Warren County,TN,Tennessee,C3266,"McMinnville, TN",Micro,,
47179,Washington County,TN,Tennessee,C2774,"Johnson City, TN",Metro,CS304,"Johnson City-Kingsport-Bristol, TN-VA"
47181,Wayne County,TN,Tennessee,,,,,
47183,Weakley County,TN,Tennessee,C3228,"Martin, TN",Micro,CS362,"Martin-Union City, TN-KY"
47185,White County,TN,Tennessee,,,,,
47187,Williamson County,TN,Tennessee,C3498,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,CS400,"Nashville-Davidson--Murfreesboro, TN"
47189,Wilson County,TN,Tennessee,C3498,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,CS400,"Nashville-Davidson--Murfreesboro, TN"
48001,Anderson County,TX,Texas,C3730,"Palestine, TX",Micro,,
48003,Andrews County,TX,Texas,C1138,"Andrews, TX",Micro,,
48005,Angelina County,TX,Texas,C3126,"Lufkin, TX",Micro,,
48007,Aransas County,TX,Texas,C1858,"Corpus Christi, TX",Metro,CS204,"Corpus Christi-Kingsville-Alice, TX"
48009,Archer County,TX,Texas,C4866,"Wichita Falls, TX",Metro,,
48011,Armstrong County,TX,Texas,C1110,"Amarillo, TX",Metro,CS108,"Amarillo-Borger, TX"
48013,Atascosa County,TX,Texas,C4170,"San Antonio-New Braunfels, TX",Metro,,
48015,Austin County,TX,Texas,C2642,"Houston-The Woodlands-Sugar Land, TX",Metro,CS288,"Houston-The Woodlands, TX"
48017,Bailey County,TX,Texas,,,,,
48019,Bandera County,TX,Texas,C4170,"San Antonio-New Braunfels, TX",Metro,,
48021,Bastrop County,TX,Texas,C1242,"Austin-Round Rock, TX",Metro,,
48023,Baylor County,TX,Texas,,,,,
48025,Bee County,TX,Texas,C1330,"Beeville, TX",Micro,,
48027,Bell County,TX,Texas,C2866,"Killeen-Temple, TX",Metro,,
48029,Bexar County,TX,Texas,C4170,"San Antonio-New Braunfels, TX",Metro,,
48031,Blanco County,TX,Texas,,,,,
48033,Borden County,TX,Texas,,,,,
48035,Bosque County,TX,Texas,,,,,
48037,Bowie County,TX,Texas,C4550,"Texarkana, TX-AR",Metro,,
48039,Brazoria County,TX,Texas,C2642,"Houston-The Woodlands-Sugar Land, TX",Metro,CS288,"Houston-The Woodlands, TX"
48041,Brazos County,TX,Texas,C1778,"College Station-Bryan, TX",Metro,,
48043,Brewster County,TX,Texas,,,,,
48045,Briscoe County,TX,Texas,,,,,
48047,Brooks County,TX,Texas,,,,,
48049,Brown County,TX,Texas,C1522,"Brownwood, TX",Micro,,
48051,Burleson County,TX,Texas,C1778,"College Station-Bryan, TX",Metro,,
48053,Burnet County,TX,Texas,,,,,
48055,Caldwell County,TX,Texas,C1242,"Austin-Round Rock, TX",Metro,,
48057,Calhoun County,TX,Texas,C3892,"Port Lavaca, TX",Micro,CS544,"Victoria-Port Lavaca, TX"
48059,Callahan County,TX,Texas,C1018,"Abilene, TX",Metro,,
48061,Cameron County,TX,Texas,C1518,"Brownsville-Harlingen, TX",Metro,CS154,"Brownsville-Harlingen-Raymondville, TX"
48063,Camp County,TX,Texas,,,,,
48065,Carson County,TX,Texas,C1110,"Amarillo, TX",Metro,CS108,"Amarillo-Borger, TX"
48067,Cass County,TX,Texas,,,,,
48069,Castro County,TX,Texas,,,,,
48071,Chambers County,TX,Texas,C2642,"Houston-The Woodlands-Sugar Land, TX",Metro,CS288,"Houston-The Woodlands, TX"
48073,Cherokee County,TX,Texas,C2738,"Jacksonville, TX",Micro,CS540,"Tyler-Jacksonville, TX"
48075,Childress County,TX,Texas,,,,,
48077,Clay County,TX,Texas,C4866,"Wichita Falls, TX",Metro,,
48079,Cochran County,TX,Texas,,,,,
48081,Coke County,TX,Texas,,,,,
48083,Coleman County,TX,Texas,,,,,
48085,Collin County,TX,Texas,C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48087,Collingsworth County,TX,Texas,,,,,
48089,Colorado County,TX,Texas,,,,,
48091,Comal County,TX,Texas,C4170,"San Antonio-New Braunfels, TX",Metro,,
48093,Comanche County,TX,Texas,,,,,
48095,Concho County,TX,Texas,,,,,
48097,Cooke County,TX,Texas,C2362,"Gainesville, TX",Micro,CS206,"Dallas-Fort Worth, TX-OK"
48099,Coryell County,TX,Texas,C2866,"Killeen-Temple, TX",Metro,,
48101,Cottle County,TX,Texas,,,,,
48103,Crane County,TX,Texas,,,,,
48105,Crockett County,TX,Texas,,,,,
48107,Crosby County,TX,Texas,C3118,"Lubbock, TX",Metro,CS352,"Lubbock-Levelland, TX"
48109,Culberson County,TX,Texas,,,,,
48111,Dallam County,TX,Texas,,,,,
48113,Dallas County,TX,Texas,C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48115,Dawson County,TX,Texas,C2950,"Lamesa, TX",Micro,,
48117,Deaf Smith County,TX,Texas,C2582,"Hereford, TX",Micro,,
48119,Delta County,TX,Texas,,,,,
48121,Denton County,TX,Texas,C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48123,DeWitt County,TX,Texas,,,,,
48125,Dickens County,TX,Texas,,,,,
48127,Dimmit County,TX,Texas,,,,,
48129,Donley County,TX,Texas,,,,,
48131,Duval County,TX,Texas,,,,,
48133,Eastland County,TX,Texas,,,,,
48135,Ector County,TX,Texas,C3622,"Odessa, TX",Metro,CS372,"Midland-Odessa, TX"
48137,Edwards County,TX,Texas,,,,,
48139,Ellis County,TX,Texas,C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48141,El Paso County,TX,Texas,C2134,"El Paso, TX",Metro,CS238,"El Paso-Las Cruces, TX-NM"
48143,Erath County,TX,Texas,C4450,"Stephenville, TX",Micro,,
48145,Falls County,TX,Texas,C4738,"Waco, TX",Metro,,
48147,Fannin County,TX,Texas,,,,,
48149,Fayette County,TX,Texas,,,,,
48151,Fisher County,TX,Texas,,,,,
48153,Floyd County,TX,Texas,,,,,
48155,Foard County,TX,Texas,,,,,
48157,Fort Bend County,TX,Texas,C2642,"Houston-The Woodlands-Sugar Land, TX",Metro,CS288,"Houston-The Woodlands, TX"
48159,Franklin County,TX,Texas,,,,,
48161,Freestone County,TX,Texas,,,,,
48163,Frio County,TX,Texas,,,,,
48165,Gaines County,TX,Texas,,,,,
48167,Galveston County,TX,Texas,C2642,"Houston-The Woodlands-Sugar Land, TX",Metro,CS288,"Houston-The Woodlands, TX"
48169,Garza County,TX,Texas,,,,,
48171,Gillespie County,TX,Texas,C2324,"Fredericksburg, TX",Micro,,
48173,Glasscock County,TX,Texas,C1370,"Big Spring, TX",Micro,,
48175,Goliad County,TX,Texas,C4702,"Victoria, TX",Metro,CS544,"Victoria-Port Lavaca, TX"
48177,Gonzales County,TX,Texas,,,,,
48179,Gray County,TX,Texas,C3742,"Pampa, TX",Micro,,
48181,Grayson County,TX,Texas,C4330,"Sherman-Denison, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48183,Gregg County,TX,Texas,C3098,"Longview, TX",Metro,CS346,"Longview-Marshall, TX"
48185,Grimes County,TX,Texas,,,,,
48187,Guadalupe County,TX,Texas,C4170,"San Antonio-New Braunfels, TX",Metro,,
48189,Hale County,TX,Texas,C3838,"Plainview, TX",Micro,,
48191,Hall County,TX,Texas,,,,,
48193,Hamilton County,TX,Texas,,,,,
48195,Hansford County,TX,Texas,,,,,
48197,Hardeman County,TX,Texas,,,,,
48199,Hardin County,TX,Texas,C1314,"Beaumont-Port Arthur, TX",Metro,,
48201,Harris County,TX,Texas,C2642,"Houston-The Woodlands-Sugar Land, TX",Metro,CS288,"Houston-The Woodlands, TX"
48203,Harrison County,TX,Texas,C3222,"Marshall, TX",Micro,CS346,"Longview-Marshall, TX"
48205,Hartley County,TX,Texas,,,,,
48207,Haskell County,TX,Texas,,,,,
48209,Hays County,TX,Texas,C1242,"Austin-Round Rock, TX",Metro,,
48211,Hemphill County,TX,Texas,,,,,
48213,Henderson County,TX,Texas,C1198,"Athens, TX",Micro,CS206,"Dallas-Fort Worth, TX-OK"
48215,Hidalgo County,TX,Texas,C3258,"McAllen-Edinburg-Mission, TX",Metro,CS365,"McAllen-Edinburg, TX"
48217,Hill County,TX,Texas,,,,,
48219,Hockley County,TX,Texas,C3022,"Levelland, TX",Micro,CS352,"Lubbock-Levelland, TX"
48221,Hood County,TX,Texas,C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48223,Hopkins County,TX,Texas,C4486,"Sulphur Springs, TX",Micro,CS206,"Dallas-Fort Worth, TX-OK"
48225,Houston County,TX,Texas,,,,,
48227,Howard County,TX,Texas,C1370,"Big Spring, TX",Micro,,
48229,Hudspeth County,TX,Texas,C2134,"El Paso, TX",Metro,CS238,"El Paso-Las Cruces, TX-NM"
48231,Hunt County,TX,Texas,C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48233,Hutchinson County,TX,Texas,C1442,"Borger, TX",Micro,CS108,"Amarillo-Borger, TX"
48235,Irion County,TX,Texas,C4166,"San Angelo, TX",Metro,,
48237,Jack County,TX,Texas,,,,,
48239,Jackson County,TX,Texas,,,,,
48241,Jasper County,TX,Texas,,,,,
48243,Jeff Davis County,TX,Texas,,,,,
48245,Jefferson County,TX,Texas,C1314,"Beaumont-Port Arthur, TX",Metro,,
48247,Jim Hogg County,TX,Texas,,,,,
48249,Jim Wells County,TX,Texas,C1086,"Alice, TX",Micro,CS204,"Corpus Christi-Kingsville-Alice, TX"
48251,Johnson County,TX,Texas,C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48253,Jones County,TX,Texas,C1018,"Abilene, TX",Metro,,
48255,Karnes County,TX,Texas,,,,,
48257,Kaufman County,TX,Texas,C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48259,Kendall County,TX,Texas,C4170,"San Antonio-New Braunfels, TX",Metro,,
48261,Kenedy County,TX,Texas,C2878,"Kingsville, TX",Micro,CS204,"Corpus Christi-Kingsville-Alice, TX"
48263,Kent County,TX,Texas,,,,,
48265,Kerr County,TX,Texas,C2850,"Kerrville, TX",Micro,,
48267,Kimble County,TX,Texas,,,,,
48269,King County,TX,Texas,,,,,
48271,Kinney County,TX,Texas,,,,,
48273,Kleberg County,TX,Texas,C2878,"Kingsville, TX",Micro,CS204,"Corpus Christi-Kingsville-Alice, TX"
48275,Knox County,TX,Texas,,,,,
48277,Lamar County,TX,Texas,C3758,"Paris, TX",Micro,,
48279,Lamb County,TX,Texas,,,,,
48281,Lampasas County,TX,Texas,C2866,"Killeen-Temple, TX",Metro,,
48283,La Salle County,TX,Texas,,,,,
48285,Lavaca County,TX,Texas,,,,,
48287,Lee County,TX,Texas,,,,,
48289,Leon County,TX,Texas,,,,,
48291,Liberty County,TX,Texas,C2642,"Houston-The Woodlands-Sugar Land, TX",Metro,CS288,"Houston-The Woodlands, TX"
48293,Limestone County,TX,Texas,,,,,
48295,Lipscomb County,TX,Texas,,,,,
48297,Live Oak County,TX,Texas,,,,,
48299,Llano County,TX,Texas,,,,,
48301,Loving County,TX,Texas,,,,,
48303,Lubbock County,TX,Texas,C3118,"Lubbock, TX",Metro,CS352,"Lubbock-Levelland, TX"
48305,Lynn County,TX,Texas,C3118,"Lubbock, TX",Metro,CS352,"Lubbock-Levelland, TX"
48307,McCulloch County,TX,Texas,,,,,
48309,McLennan County,TX,Texas,C4738,"Waco, TX",Metro,,
48311,McMullen County,TX,Texas,,,,,
48313,Madison County,TX,Texas,,,,,
48315,Marion County,TX,Texas,,,,,
48317,Martin County,TX,Texas,C3326,"Midland, TX",Metro,CS372,"Midland-Odessa, TX"
48319,Mason County,TX,Texas,,,,,
48321,Matagorda County,TX,Texas,C1306,"Bay City, TX",Micro,CS288,"Houston-The Woodlands, TX"
48323,Maverick County,TX,Texas,C2058,"Eagle Pass, TX",Micro,,
48325,Medina County,TX,Texas,C4170,"San Antonio-New Braunfels, TX",Metro,,
48327,Menard County,TX,Texas,,,,,
48329,Midland County,TX,Texas,C3326,"Midland, TX",Metro,CS372,"Midland-Odessa, TX"
48331,Milam County,TX,Texas,,,,,
48333,Mills County,TX,Texas,,,,,
48335,Mitchell County,TX,Texas,,,,,
48337,Montague County,TX,Texas,,,,,
48339,Montgomery County,TX,Texas,C2642,"Houston-The Woodlands-Sugar Land, TX",Metro,CS288,"Houston-The Woodlands, TX"
48341,Moore County,TX,Texas,C2030,"Dumas, TX",Micro,,
48343,Morris County,TX,Texas,,,,,
48345,Motley County,TX,Texas,,,,,
48347,Nacogdoches County,TX,Texas,C3486,"Nacogdoches, TX",Micro,,
48349,Navarro County,TX,Texas,C1862,"Corsicana, TX",Micro,CS206,"Dallas-Fort Worth, TX-OK"
48351,Newton County,TX,Texas,C1314,"Beaumont-Port Arthur, TX",Metro,,
48353,Nolan County,TX,Texas,C4502,"Sweetwater, TX",Micro,,
48355,Nueces County,TX,Texas,C1858,"Corpus Christi, TX",Metro,CS204,"Corpus Christi-Kingsville-Alice, TX"
48357,Ochiltree County,TX,Texas,,,,,
48359,Oldham County,TX,Texas,C1110,"Amarillo, TX",Metro,CS108,"Amarillo-Borger, TX"
48361,Orange County,TX,Texas,C1314,"Beaumont-Port Arthur, TX",Metro,,
48363,Palo Pinto County,TX,Texas,C3342,"Mineral Wells, TX",Micro,CS206,"Dallas-Fort Worth, TX-OK"
48365,Panola County,TX,Texas,,,,,
48367,Parker County,TX,Texas,C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48369,Parmer County,TX,Texas,,,,,
48371,Pecos County,TX,Texas,,,,,
48373,Polk County,TX,Texas,,,,,
48375,Potter County,TX,Texas,C1110,"Amarillo, TX",Metro,CS108,"Amarillo-Borger, TX"
48377,Presidio County,TX,Texas,,,,,
48379,Rains County,TX,Texas,,,,,
48381,Randall County,TX,Texas,C1110,"Amarillo, TX",Metro,CS108,"Amarillo-Borger, TX"
48383,Reagan County,TX,Texas,,,,,
48385,Real County,TX,Texas,,,,,
48387,Red River County,TX,Texas,,,,,
48389,Reeves County,TX,Texas,C3778,"Pecos, TX",Micro,,
48391,Refugio County,TX,Texas,,,,,
48393,Roberts County,TX,Texas,,,,,
48395,Robertson County,TX,Texas,C1778,"College Station-Bryan, TX",Metro,,
48397,Rockwall County,TX,Texas,C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48399,Runnels County,TX,Texas,,,,,
48401,Rusk County,TX,Texas,C3098,"Longview, TX",Metro,CS346,"Longview-Marshall, TX"
48403,Sabine County,TX,Texas,,,,,
48405,San Augustine County,TX,Texas,,,,,
48407,San Jacinto County,TX,Texas,,,,,
48409,San Patricio County,TX,Texas,C1858,"Corpus Christi, TX",Metro,CS204,"Corpus Christi-Kingsville-Alice, TX"
48411,San Saba County,TX,Texas,,,,,
48413,Schleicher County,TX,Texas,,,,,
48415,Scurry County,TX,Texas,C4366,"Snyder, TX",Micro,,
48417,Shackelford County,TX,Texas,,,,,
48419,Shelby County,TX,Texas,,,,,
48421,Sherman County,TX,Texas,,,,,
48423,Smith County,TX,Texas,C4634,"Tyler, TX",Metro,CS540,"Tyler-Jacksonville, TX"
48425,Somervell County,TX,Texas,C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48427,Starr County,TX,Texas,C4010,"Rio Grande City, TX",Micro,CS365,"McAllen-Edinburg, TX"
48429,Stephens County,TX,Texas,,,,,
48431,Sterling County,TX,Texas,,,,,
48433,Stonewall County,TX,Texas,,,,,
48435,Sutton County,TX,Texas,,,,,
48437,Swisher County,TX,Texas,,,,,
48439,Tarrant County,TX,Texas,C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48441,Taylor County,TX,Texas,C1018,"Abilene, TX",Metro,,
48443,Terrell County,TX,Texas,,,,,
48445,Terry County,TX,Texas,,,,,
48447,Throckmorton County,TX,Texas,,,,,
48449,Titus County,TX,Texas,C3442,"Mount Pleasant, TX",Micro,,
48451,Tom Green County,TX,Texas,C4166,"San Angelo, TX",Metro,,
48453,Travis County,TX,Texas,C1242,"Austin-Round Rock, TX",Metro,,
48455,Trinity County,TX,Texas,C2666,"Huntsville, TX",Micro,CS288,"Houston-The Woodlands, TX"
48457,Tyler County,TX,Texas,,,,,
48459,Upshur County,TX,Texas,C3098,"Longview, TX",Metro,CS346,"Longview-Marshall, TX"
48461,Upton County,TX,Texas,,,,,
48463,Uvalde County,TX,Texas,C4662,"Uvalde, TX",Micro,,
48465,Val Verde County,TX,Texas,C1962,"Del Rio, TX",Micro,,
48467,Van Zandt County,TX,Texas,,,,,
48469,Victoria County,TX,Texas,C4702,"Victoria, TX",Metro,CS544,"Victoria-Port Lavaca, TX"
48471,Walker County,TX,Texas,C2666,"Huntsville, TX",Micro,CS288,"Houston-The Woodlands, TX"
